type,id,Name,Age,Notes-age,Gender,Location,County or unitary authority,Country or english region,dod_day,dod_month,dod_year,Notes-dod,blurb,Died on streets,In hospital,Temp accomm,Recording by,reporting_by,reporting_link,Other Links,img_file,img_credit,notes
text1,dh0264,Spencer Clements,47,,M,London,,London,4,7,2018,,"This person was remembered at the St Martin's in the Fields, annual homeless memorial service. ",,,,,collected for memorial service by national charity,,,,,
text1,dh0265,Terry Taylor,53,,M,Kidderminster,Worcestershire,West Midlands,4,7,2018,,"Terry Taylor died in Kidderminster’s The Lion Hotel of natural causes (cancer) aged 53. According to hotel landlord David Murdoch and friends, Terry had previously been a soldier and a publican but had spiralled into heavy drinking, abusive behaviour, rough sleeping and spells in prison. ",,,x,,Wyre Life,,,,,
text1,dh0262,Heather Chapman,52,,F,London,,London,3,7,2018,,"This person was remembered at the St Martin's in the Fields, annual homeless memorial service. ",,,,,collected for memorial service by national charity,,,,,
text2,dh0500,Anonymous,46,,M,Brighton,Brighton and Hove,South East,1,7,2018,,Recently homeless. Died in his hostel room (support hostel for people with mental health problems),,,x,,a local charity,,,,,
text2,dh0284,Anonymous,52,,M,Northampton,Northamptonshire,East Midlands,,7,2018,,This 52 year old man was accessing homelessness services in Northampton before he died. He drowned.,x,,,,a local charity,,,,,
text1,dh0285,Wesley Gurney,41,,M,Canterbury,Kent,South East,,7,2018,,,,,,,Kent Online,http://www.kentonline.co.uk/canterbury/news/spike-in-deaths-among-citys-homeless-187386/,https://www.kentonline.co.uk/canterbury/news/man-who-choked-in-wetherspoons-was-turning-life-around-187288/,,,
text1,dh0286,Luke Urmston,,,M,Manchester,Manchester,North West,,7,2018,,Died a few days before Donn Joseph Morgan. Died in the city centre.,x,,,,the Manchester Evening News,https://www.manchestereveningnews.co.uk/news/greater-manchester-news/the-deaths-they-dont-count-15021204.amp?__twitter_impression=true,,,,
photo,dh0287,Eleanor Boulton,73,,F,Oxford,Oxford,South East,,7,2018,,"Flowers were laid for Eleanor Boulton who died age 73. A local resident told the Oxford Mail: ""No one knew much about her, but everyone knew of her. It's sad to see how she ended up.""",,,,,the Oxford Mail,http://www.oxfordmail.co.uk/news/16349561.flowers-laid-for-the-botley-bag-lady-of-oxford/,,img/eleanor-boulton.jpg,the Oxford Mail,
text1,dh0288,Andrew Te Hira,,,M,London,,London,,7,2018,,,,,,,a local charity,,,,,
text2,dh0289,Unknown,,,Unknown,The Outer Hebrides,Comhairle Na h-Eileanan Siar,Scotland,,7,2018,,We found out about this death through FOI and no more is known at this time.,,,,,a FOI request,,,,,
text1,dh0308,Igor,40,,M,Fitzrovia,Camden,London,31,8,2018,,"Igor, who was from the Ukraine, was sleeping rough in Whitfield Gardens on Tottenham Court Road",x,,,,the Fitzrovia News,https://towerarchive.files.wordpress.com/2018/09/fitzrovia-news-fn150-lowres.pdf,,,,
photo,dh0513,Jake Humm,22,,M,Brighton,Brighton and Hove,South East,31,8,2018,,"Jake, who was an aspiring rapper, was staying in a YMCA hostel when he died. He died by suicide.",,,x,,the Argus,https://www.theargus.co.uk/news/17370238.rapper-jake-humms-death-ruled-suicide/,,img/jake-humm.jpg,the Argus,
text1,dh0307,Ian Kirkland,40,,M,Paisley,Renfrewshire,Scotland,30,8,2018,,"Ian was found on a grassy patch of land near the town centre of Paisley. His sister wrote on social media: “In absolute pieces. My big brother died here all alone. My heart is aching for him. No one should die alone.""",x,,,,Daily Record,https://www.dailyrecord.co.uk/news/scottish-news/my-big-brother-died-here-13194670,,,,
photo,dh0306,Paul Bradley,52,,M,Taunton,Somerset,South West,29,8,2018,,"Paul, who was know commonly as ""Brad"" died in hospital after a suspected heart-attack. Mark Woodcock, manager of Open Door day centre for rough sleepers told the local press: ""Brad was a well loved gentleman, very old school.""",,x,,,the Somerset County Gazette,http://www.somersetcountygazette.co.uk/news/16608624.taunton-homeless-man-paul-brad-bradley-dies/,,img/paul-bradley.jpg,the Somerset County Gazette,
photo,dh0305,Kawal Singh,61,,M,Ilford,Redbridge,London,27,8,2018,,"Kawal came to the UK from India. He lost his job and ended up rough sleeping for 9 years in the Ilford area. Whilst rough sleeping he repeatedly asked authorities to return him to his family in India without success, according to a friend. He died at the entrance steps of Redbridge Council office. ",x,,,,a local charity,,,img/kawal-singh.jpg,,
text1,dh0304,Aleksandra Binkowska,54,,F,London,,London,26,8,2018,,"This person was remembered at the St Martin's in the Fields, annual homeless memorial service. ",,,,,collected for memorial service by national charity,,,,,
text2,dh0303,Unknown,22,,F,Derby,Derby,East Midlands,25,8,2018,,"A 22 year-old woman was found on fire at an emergency shelter hostel in Derby. She was taken to hospital where she died. A city support worker told the Derby Telegraph: ""She was a lovely person. She was popular in Derby and was very kind. People have been left absolutely devastated by this. She had her issues in life but the most tragic thing in all of this is that she was getting better.""",,,x,,Derby Telegraph,https://www.derbytelegraph.co.uk/news/derby-news/young-homeless-woman-dies-after-1974465,,,,
text1,dh0346,Barbara Smith,71,,F,London,,London,25,8,2018,,,,,,,a local charity,,,,,
text2,dh0302,Unknown,,50s,M,Norwich,Norfolk,South East,23,8,2018,,The body of a man was found in an alleyway off King Street leading to Murrells Court,x,,,,Eastern Daily Press,http://www.edp24.co.uk/news/crime/death-of-man-found-in-norwich-is-not-being-treated-as-suspicious-1-5665270,,,,
text1,dh0512,Mark Long,45,,M,Pontefract,Leeds,Yorkshire and the Humber,23,8,2018,,"Mark was found dead after a fight, inside the temporary accommodation he was staying in, (run by house run by The Saviour Trust).",,,x,,the Yorkshire Post,https://www.yorkshireeveningpost.co.uk/news/crime/attack-at-homeless-charity-house-left-man-dead-leeds-court-hears-1-9589109,,,,
text2,dh0300,Unknown,,,M,Newhaven,East Sussex,South East,22,8,2018,,"A man was found dead in Kendal Court, a site used to temporarily house homeless people in Newhaven. The building is leased by Brighton and Hove council, according to local news reports.",,,x,,the Argus,https://www.theargus.co.uk/news/16602236.five-deaths-in-two-months-in-kendal-court-in-newhaven/,,,,
text2,dh0301,Unknown,,,Unknown,Glasgow,Glasgow,Scotland,22,8,2018,,This death was heard about through FOI and no more is known at this time. ,,,,,a FOI request,,,,,
text2,dh0299,Unknown,31,,M,Wakefield,Wakefield,Yorkshire and the Humber,20,8,2018,,"A man was found on Westgate, Wakefield. The manager of Community Awareness Programme told local press that the man had been a regular there. Kevin Dobson told the Wakefielf Express: ""We are watching them die - you end up getting used to it and we don’t want that to happen.""",,,,,the Wakefield Express,https://www.wakefieldexpress.co.uk/news/homeless-issue-getting-worse-as-body-is-found-1-9319107/amp,,,,
text1,dh0410,Vidmantas Kasperavicius,55,,M,Ilford,Ilford,London,20,8,2018,,Vidmantas died in hospital. He was known to homelessness services in the area.,,x,,,local charity,,,,,
text2,dh0297,Unknown,,,M,Rochford,Essex,South East,19,8,2018,,Police confirmed they were investigating the death of a homeless man after a skull was found in woodland.,x,,,,Basildon Echo,https://www.echo-news.co.uk/news/16597012.essex-police-investigating-death-of-homeless-man-after-skull-and-bones-found-in-shopland-road-rochford/,,,,
text1,dh0298,EP,,,M,Northampton,Northamptonshire,East Midlands,19,8,2018,,This man had been housed but still regularly slept rough around Northampton. ,,,,,a local charity,,,,,
text2,dh0296,Unknown,,20s,M,Ballymena,Mid and East Antrim,Northern Ireland,18,8,2018,,"A man died in a homeless shelter in Ballymena. A spokesperson for the charity that runs the centre said they were ""saddened to confirm the passing of a client at our Ballymena service. Due to confidentiality, we are unable to discuss individual cases but are working with authorities and the family to sensitively respond to the matter.""",,,x,,the Belfast Telegraph,https://www.belfasttelegraph.co.uk/news/northern-ireland/man-20s-dies-after-incident-at-northern-ireland-homeless-shelter-37241388.html,,,,
text2,dh0501,Anonymous,52,,F,Brighton,Brighton and Hove,South East,16,8,2018,,This lady was living in unsupported emergency accommodation when she died.,,,x,,a local charity,,,,,
text1,dh0575,Dianne Elizabeth Cumper,45,,F,Barnstaple,Barnstaple,Barnstaple,14,8,2018,,"Dianne Cumper was found dead in her room at supported accommodation The Maples in Barnstaple. Dianne was a qualified senior paediatric nurse and had volunteered with a homelessness charity.  In April 2018, she became a Big Issue vendor. An inquest into Dianne's death has been adjourned.",,,x,,Local charity,,,,,
text1,dh0521,Zion Peters,23,,M,Gloucester,Gloucestershire,South West,13,8,2018,,"Zion was living in a tent by a river. His body was found in the river but an inquest failed to discover how he ended up in the water. Zion's GP report said he had suffered mental health problems, anxiety and paranoid thoughts.",x,,,,Gloucestershire Live,https://www.gloucestershirelive.co.uk/news/gloucester-news/mystery-surrounds-death-young-man-2571690,,,,
photo,dh0294,Andrew O'Connell,54,,M,Brighton,Brighton and Hove,South East,10,8,2018,,"Andrew was described as a ""free spirit"". He died after being attacked near the Royal Pavilion Gardens in Brighton. ",,,,,Brighton and Hove News,https://www.brightonandhovenews.org/2018/08/11/homeless-man-held-for-murder-as-rough-sleeper-dies-after-being-attacked-in-brighton/,,img/andrew-oconnell.jpg,Sussex Police,
text1,dh0295,Barry James Bamber,48,,M,Liverpool,Liverpool,North West,10,8,2018,,Barry was found collapsed on Lime Street in Liverpool. Toxicology reports showed high levels of alcohol in his system. The coroner gave her deepest and sincere apologies to the family.,x,,,,the Liverpool Echo,https://www.liverpoolecho.co.uk/news/liverpool-news/tragic-reason-homeless-man-found-15322637,,,,
text2,dh0496,Anonymous,36,,F,Brighton,Brighton and Hove,South East,10,8,2018,,"Found in Kendall Court (unsupported emergency accommodation outside of Brighton). Her benefits had been cancelled the day before, and had only just been placed in the hostel.",,,x,,a local charity,,,,,
text1,dh0293,Stuart/Scott Bainbridge,44,,M,London,,London,6,8,2018,,"This person was remembered at the St Martin's in the Fields, annual homeless memorial service. ",,,,,collected for memorial service by national charity,,,,,
text1,dh0292,Michael Clark,45,,M,London,,London,2,8,2018,,"This person was remembered at the St Martin's in the Fields, annual homeless memorial service. ",,,,,collected for memorial service by national charity,,,,,
text1,dh0290,Stephanie Fraser,25,,F,Dundee,Dundee City,Scotland,1,8,2018,,Stephanie moved into a homeless hostel in Dundee on a Tuesday and was found dead the next day. ,,,x,,Evening Telegraph,https://www.eveningtelegraph.co.uk/fp/this-is-no-place-for-a-lassie-to-die-shock-as-second-person-dies-at-dundee-hostel-in-a-week/,,,,
text1,dh0291,David Massey,49,,M,London,,London,1,8,2018,,"This person was remembered at the St Martin's in the Fields, annual homeless memorial service. ",,,,,collected for memorial service by national charity,,,,,
text1,dh0347,Matthew Laurie,48,,M,London,,London,1,8,2018,,,,,,,a local charity,,,,,
text1,dh0412,Simon Edwin John Holmes,61,,M,Telford,Telford and Wrekin,West Midlands,1,8,2018,,Simon had been living in a homeless hostel for around 10 months. It appears he lay dead in his room for some time before his body was found.,,,x,,the Shropshire Star,https://www.shropshirestar.com/news/local-hubs/telford/wellington/2018/12/20/reason-for-death-of-man-at-telford-homeless-hostel-unclear/,,,,
text1,dh0309,Mariusz Usik,,,M,London,,London,,8,2018,Last week of august,Mariusz was Polish. According to those that supported him he died from liver cirrhosis and cancer.,,,,,a local charity,,,,,
text1,dh0578,Anonymous,,,M,Weston Super Mare,Weston Super Mare,Weston Super Mare,,8,2018,This could be Peter Thomas Harrison but it's inconclusive,A person's body lay in a tent outside Weston Super Mare for almost a year. Avon and Somerset Police are appealing for information. Nearby homes and businesses all told officers they had been unaware of the tent or its occupant.,x,,,,the Independent ,https://www.independent.co.uk/news/uk/home-news/weston-super-mare-tent-dead-man-year-discover-somerset-police-a8486556.html,,,,
text2,dh0318,Unknown,,,Unknown,East Ayrshire,East Ayrshire,Scotland,29,9,2018,,We found out about this death through FOI and no more is known at this time.,,,,,a FOI request,,,,,
photo,dh0317,Linda Grimes,50,,F,Burton,Staffordshire,West Midlands,28,9,2018,,"Linda was decribed as a ""character"" who was trying to improve her life. She had spent several spells in prison and reportedly struggled with the lack of support she found on release. A local charity worker said: ""We always had a laugh and a joke and a lot of banter with Linda and we will miss her dearly. I would like to offer our sincere condolences to Linda's family"".",,,,,the Derby Telegraph,https://www.derbytelegraph.co.uk/burton/linda-grimes-burton-death-2101001,,img/linda-grimes.jpg,Burton Soup Kitchen,
text2,dh0316,Unknown,,,Unknown,East Ayrshire,East Ayrshire,Scotland,26,9,2018,,We found out about this death through FOI and no more is known at this time.,,,,,a FOI request,,,,,
text1,dh0517,Remigijus Balsevicius,51,,M,Norwich,Norfolk,East of England,16,9,2018,,"Remigijus, originally from Lithuania, had been living in a tent. He was found dead at the bottom of a stairwell. He had been drinking vodka with a friend who passed out on top of him. A coroner ruled she could not be sure if the death was the result of excess alcohol or suffocation.",x,,,,ED24,https://www.edp24.co.uk/news/norwich-homeless-alcoholic-found-dead-near-walnut-tree-shade-1-5935709,,,,
text1,dh0315,Michael Corboy,50,,M,London,,London,15,9,2018,,"This person was remembered at the St Martin's in the Fields, annual homeless memorial service. ",,,,,collected for memorial service by national charity,,,,,
